City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Iranshahr,IR,2022-10-27 21:55:36,27.2025,60.6848,73.74,18,0,0.0
294,Haradok,BY,2022-10-27 21:55:37,55.4624,29.9816,46.51,94,98,5.57
295,Keti Bandar,PK,2022-10-27 21:55:38,24.1447,67.4497,77.74,80,0,5.46
296,Sakakah,SA,2022-10-27 21:50:57,29.9697,40.2064,71.17,31,1,8.28
297,Lasa,IT,2022-10-27 21:55:38,46.6166,10.7002,55.47,63,4,1.7
298,Arraial Do Cabo,BR,2022-10-27 21:55:39,-22.9661,-42.0278,76.96,78,0,16.11
299,Touros,BR,2022-10-27 21:55:39,-5.1989,-35.4608,78.48,80,64,14.88
300,Berdigestyakh,RU,2022-10-27 21:55:40,62.0989,126.6992,11.1,99,100,3.04
301,Kaniama,CD,2022-10-27 21:55:40,-7.5667,24.1833,67.86,95,98,2.46
302,Macamic,CA,2022-10-27 21:55:41,48.7502,-78.9996,32.56,82,83,4.63
303,Mandera,KE,2022-10-27 21:55:42,3.9366,41.867,77.0,81,93,13.04
304,Northam,GB,2022-10-27 21:55:42,51.0333,-4.2167,61.39,93,100,18.32
305,Sinegorye,RU,2022-10-27 21:55:43,62.0788,150.477,4.46,80,77,6.8
306,Kruisfontein,ZA,2022-10-27 21:55:43,-34.0033,24.7314,60.89,89,2,9.19
307,Yar-Sale,RU,2022-10-27 21:55:44,66.8333,70.8333,26.94,96,100,11.54
308,Ternate,ID,2022-10-27 21:55:44,0.8,127.4,82.02,76,100,7.23
309,Navoloki,RU,2022-10-27 21:55:45,57.4657,41.9634,36.12,98,100,5.82
310,Motygino,RU,2022-10-27 21:55:45,58.1831,94.7592,33.39,71,100,1.28
311,Guayaramerin,BO,2022-10-27 21:55:46,-10.8368,-65.3614,84.22,65,95,1.07
312,Tarko-Sale,RU,2022-10-27 21:55:46,64.9225,77.785,23.65,85,100,21.85
313,Ilulissat,GL,2022-10-27 21:55:47,69.2167,-51.1,33.37,99,100,9.78
314,Tommot,RU,2022-10-27 21:55:48,58.9564,126.2925,10.24,94,99,2.26
315,Soligalich,RU,2022-10-27 21:55:48,59.0778,42.2864,38.1,94,100,8.03
316,Maceio,BR,2022-10-27 21:55:49,-9.6658,-35.7353,78.24,88,75,8.05
317,Beira,MZ,2022-10-27 21:56:49,-19.8436,34.8389,78.89,83,40,11.99
318,Itaituba,BR,2022-10-27 21:55:52,-4.2761,-55.9836,84.36,74,40,11.5
319,Satinka,RU,2022-10-27 21:56:50,52.3792,41.6819,34.68,99,100,7.27
320,Guerrero Negro,MX,2022-10-27 21:56:51,27.9769,-114.0611,71.51,54,1,17.16
321,Sola,VU,2022-10-27 21:56:52,-13.8833,167.55,80.38,72,1,3.02
322,Loandjili,CG,2022-10-27 21:56:52,-4.7561,11.8578,77.92,91,47,5.86
323,Ilhabela,BR,2022-10-27 21:56:53,-23.7781,-45.3581,76.05,75,52,3.44
324,Bangkalan,ID,2022-10-27 21:56:53,-7.0455,112.7351,73.35,80,84,5.99
325,Kulhudhuffushi,MV,2022-10-27 21:56:53,6.6221,73.07,81.07,70,21,3.87
326,Katsuura,JP,2022-10-27 21:56:54,35.1333,140.3,59.88,73,5,7.54
327,Kodiak,US,2022-10-27 21:54:27,57.79,-152.4072,37.53,56,38,28.68
328,Lagos,NG,2022-10-27 21:55:00,6.5833,3.75,79.12,91,98,4.43
329,Verkhnetulomskiy,RU,2022-10-27 21:56:55,68.6073,31.7962,28.53,92,100,4.5
330,Olinda,BR,2022-10-27 21:52:41,-8.0089,-34.8553,80.33,69,40,8.05
331,Tula,RU,2022-10-27 21:53:59,54.2044,37.6111,38.44,98,100,1.23
332,Coquimbo,CL,2022-10-27 21:53:16,-29.9533,-71.3436,58.73,82,75,11.5
333,Apatou,GF,2022-10-27 21:56:57,5.155,-54.3472,81.59,70,99,5.7
334,Beatrice,US,2022-10-27 21:56:57,40.2681,-96.747,63.18,39,75,10.36
335,Isangel,VU,2022-10-27 21:56:58,-19.55,169.2667,80.71,83,75,4.61
336,Usinsk,RU,2022-10-27 21:56:58,65.9939,57.5281,23.83,92,82,14.29
337,Kungur,RU,2022-10-27 21:56:58,57.4368,56.9593,29.8,72,93,14.52
338,Nemuro,JP,2022-10-27 21:56:59,43.3236,145.575,53.06,67,84,7.87
339,Shizunai,JP,2022-10-27 21:57:00,42.3339,142.3669,52.95,73,100,5.32
340,San Borja,BO,2022-10-27 21:57:00,-14.8167,-66.85,73.2,93,91,13.09
341,Nishihara,JP,2022-10-27 21:57:01,26.1842,127.7558,72.68,73,40,10.36
342,Caravelas,BR,2022-10-27 21:57:01,-17.7125,-39.2481,75.07,83,6,8.57
343,Jauja,PE,2022-10-27 21:57:02,-11.7758,-75.4966,62.47,48,15,10.16
344,Laukaa,RU,2022-10-27 21:57:02,58.7372,29.8453,48.34,94,100,8.21
345,San Policarpo,PH,2022-10-27 21:57:03,12.1791,125.5072,82.0,83,100,16.49
346,Arona,ES,2022-10-27 21:57:03,28.0996,-16.681,71.91,73,20,5.75
347,Bereda,ES,2022-10-27 21:57:04,43.2686,-7.5406,64.42,94,99,9.89
348,Hambantota,LK,2022-10-27 21:57:04,6.1241,81.1185,75.54,100,65,1.14
349,Javanrud,IR,2022-10-27 21:57:05,34.7961,46.5172,61.57,37,94,6.17
350,Norman Wells,CA,2022-10-27 21:57:05,65.282,-126.8329,24.84,86,100,8.05
351,Merauke,ID,2022-10-27 21:57:06,-8.4667,140.3333,79.3,76,100,8.05
352,Egvekinot,RU,2022-10-27 21:57:07,66.3167,-179.1667,7.99,82,95,2.59
353,Sisimiut,GL,2022-10-27 21:57:07,66.9395,-53.6735,36.32,97,100,12.19
354,Vila Franca Do Campo,PT,2022-10-27 21:57:08,37.7167,-25.4333,63.01,76,87,8.25
355,Seydi,TM,2022-10-27 21:57:08,39.4816,62.9137,52.34,43,98,9.86
356,Arica,CL,2022-10-27 21:52:48,-18.475,-70.3042,69.35,68,0,11.5
357,Batemans Bay,AU,2022-10-27 21:57:09,-35.7167,150.1833,63.1,44,1,10.8
358,Bulaevo,KZ,2022-10-27 21:57:10,54.9056,70.4439,21.78,90,9,7.38
359,Adilabad,IN,2022-10-27 21:57:10,19.6667,78.5333,65.1,68,0,0.98
360,Sembe,CG,2022-10-27 21:57:11,1.6481,14.5806,71.08,97,100,0.43
361,Les Cayes,HT,2022-10-27 21:58:11,18.2,-73.75,81.7,63,11,3.11
362,Oytal,KZ,2022-10-27 21:58:12,42.9057,73.2697,40.46,88,81,4.83
363,Marawi,PH,2022-10-27 21:58:13,7.9986,124.2928,70.59,98,100,7.72
364,Shellbrook,CA,2022-10-27 21:58:14,53.2168,-106.4011,47.43,31,59,13.96
365,Yeppoon,AU,2022-10-27 21:58:14,-23.1333,150.7333,74.98,75,14,3.2
366,Verkhoturye,RU,2022-10-27 21:58:15,58.8627,60.8054,32.54,67,100,13.15
367,Port Lincoln,AU,2022-10-27 21:58:15,-34.7333,135.8667,56.95,69,25,16.02
368,Jiangyou,CN,2022-10-27 21:58:16,31.7667,104.7167,58.17,90,100,2.44
369,Bacolod,PH,2022-10-27 21:53:39,10.6667,122.95,77.47,94,100,8.81
370,Bonavista,CA,2022-10-27 21:58:16,48.6499,-53.1147,57.43,96,100,15.01
371,Gurupa,BR,2022-10-27 21:58:17,-1.405,-51.64,78.62,78,49,1.95
372,Caucaia,BR,2022-10-27 21:58:17,-3.7361,-38.6531,80.55,76,0,8.05
373,Iquique,CL,2022-10-27 21:58:18,-20.2208,-70.1431,64.44,72,7,6.04
374,Avera,US,2022-10-27 21:58:19,33.194,-82.5271,72.91,52,0,9.24
375,Belyy Yar,RU,2022-10-27 21:57:13,53.6039,91.3903,28.29,80,0,4.47
376,Shirpur,IN,2022-10-27 21:58:20,21.35,74.8833,72.75,52,0,2.68
377,Balkhash,KZ,2022-10-27 21:58:20,46.844,74.9804,34.32,73,10,10.27
378,Umm Kaddadah,SD,2022-10-27 21:58:21,13.6017,26.6876,79.32,19,16,13.71
379,Port Macquarie,AU,2022-10-27 21:54:58,-31.4333,152.9167,71.89,57,1,8.21
380,Ust-Charyshskaya Pristan,RU,2022-10-27 21:58:21,52.3934,83.6635,34.5,86,75,19.73
381,Leningradskiy,RU,2022-10-27 21:58:22,69.3833,178.4167,12.22,94,99,15.88
382,Inhambane,MZ,2022-10-27 21:58:22,-23.865,35.3833,76.23,92,99,7.18
383,Kaputa,ZM,2022-10-27 21:58:23,-8.4689,29.6619,77.85,58,46,3.53
384,Lorengau,PG,2022-10-27 21:58:23,-2.0226,147.2712,84.88,70,88,7.72
385,Namwala,ZM,2022-10-27 21:58:24,-15.7504,26.4384,81.1,33,38,1.77
386,Champasak,LA,2022-10-27 21:58:24,14.75,106.0,69.71,93,100,1.39
387,Gawler,AU,2022-10-27 21:58:25,-34.6,138.7333,58.51,82,65,14.32
388,Mulbagal,IN,2022-10-27 21:58:25,13.1667,78.4,63.61,89,58,5.79
389,Acari,PE,2022-10-27 21:58:26,-15.4311,-74.6158,68.65,66,3,7.99
390,Udachnyy,RU,2022-10-27 21:58:27,66.4167,112.4,-1.57,100,86,3.4
391,Okha,RU,2022-10-27 21:58:27,53.5739,142.9478,31.59,74,23,11.01
392,Marovoay,MG,2022-10-27 21:58:28,-16.1,46.6333,76.89,85,45,3.87
393,Okhotsk,RU,2022-10-27 21:58:28,59.3833,143.3,18.81,64,27,13.13
394,Itai,BR,2022-10-27 21:58:29,-23.4178,-49.0906,75.24,65,100,7.14
395,Coahuayana,MX,2022-10-27 21:58:29,18.7333,-103.6833,85.6,67,13,5.91
396,Arras,FR,2022-10-27 21:58:30,50.293,2.7819,64.65,85,100,10.54
397,Solginskiy,RU,2022-10-27 21:58:30,61.05,41.3428,40.96,99,100,4.16
398,Mokhsogollokh,RU,2022-10-27 21:58:31,61.4681,128.9203,14.99,97,100,2.95
399,Nosy Varika,MG,2022-10-27 21:58:31,-20.5833,48.5333,70.34,90,8,8.39
400,Mlonggo,ID,2022-10-27 21:58:32,-6.5333,110.7,74.97,80,84,5.93
401,Lianzhou,CN,2022-10-27 21:58:32,24.7811,112.3825,62.62,77,99,5.39
402,Ambon,ID,2022-10-27 21:58:33,-3.6954,128.1814,75.34,94,40,3.44
403,Sarangani,PH,2022-10-27 21:58:33,5.4033,125.4636,83.21,77,100,25.93
404,Filadelfia,US,2022-10-27 21:54:57,39.9523,-75.1638,62.96,48,0,1.01
405,Zhuanghe,CN,2022-10-27 21:58:34,39.7008,122.9911,39.61,52,0,5.64
406,Mariental,NA,2022-10-27 21:58:34,-24.6333,17.9667,77.22,16,0,16.17
407,Ponta Do Sol,PT,2022-10-27 21:58:35,32.6667,-17.1,75.0,94,100,6.2
408,Catarama,EC,2022-10-27 21:59:35,-1.5833,-79.4667,88.25,45,61,3.4
409,Pevek,RU,2022-10-27 21:59:36,69.7008,170.3133,1.98,94,100,4.68
410,Severnyy,RU,2022-10-27 21:59:37,50.677,36.5532,39.24,100,100,8.95
411,Manono,CD,2022-10-27 21:59:37,-7.3,27.4167,73.26,81,72,1.77
412,Rognan,NO,2022-10-27 21:59:38,67.0953,15.3878,45.05,91,100,7.23
413,Koulamoutou,GA,2022-10-27 21:59:38,-1.1303,12.4736,70.11,99,100,0.85
414,Margate,GB,2022-10-27 21:59:39,51.3813,1.3862,62.69,87,94,3.0
415,Sechura,PE,2022-10-27 21:59:39,-5.5569,-80.8222,72.36,62,84,18.1
416,Preeceville,CA,2022-10-27 21:59:40,51.95,-102.6677,37.47,83,100,12.8
417,Linxia,CN,2022-10-27 21:59:40,35.6003,103.2064,49.57,85,100,1.9
418,Wendo,ET,2022-10-27 21:59:41,6.6,38.4167,57.72,93,99,3.67
419,Sakaiminato,JP,2022-10-27 21:59:41,35.55,133.2333,48.18,100,20,5.75
420,Bara,NG,2022-10-27 21:59:42,10.3744,10.7288,77.14,30,7,6.17
421,Maraa,BR,2022-10-27 21:59:42,-1.8333,-65.3667,82.36,74,98,3.13
422,Karatu,TZ,2022-10-27 21:59:43,-3.3333,35.6667,64.2,76,81,7.02
423,Izyum,UA,2022-10-27 21:59:43,49.2088,37.2485,43.83,92,66,8.12
424,Plouzane,FR,2022-10-27 21:57:49,48.3833,-4.6167,61.12,94,0,11.5
425,San Patricio,US,2022-10-27 21:59:44,28.017,-97.5169,76.95,74,100,12.62
426,Rhyl,GB,2022-10-27 21:59:44,53.3196,-3.4886,60.96,3,100,10.29
427,Oranjemund,NA,2022-10-27 21:59:45,-28.55,16.4333,58.64,89,52,12.55
428,Collie,AU,2022-10-27 21:59:46,-33.3667,116.15,45.93,84,8,8.03
429,Rotterdam,NL,2022-10-27 21:56:44,51.9225,4.4792,63.9,88,98,3.44
430,Terra Santa,BR,2022-10-27 21:59:46,-2.1042,-56.4869,84.85,60,100,1.97
431,Ugoofaaru,MV,2022-10-27 21:59:47,5.6667,73.0,79.97,75,31,1.79
432,Salalah,OM,2022-10-27 21:59:47,17.0151,54.0924,74.28,67,0,3.6
433,Havelock,US,2022-10-27 21:59:48,34.8791,-76.9013,68.0,74,44,4.0
434,Assiniboia,CA,2022-10-27 21:59:48,49.6334,-105.9845,39.02,65,99,19.57
435,Aksay,RU,2022-10-27 21:59:49,47.26,39.87,48.42,72,100,11.01
436,Tautira,PF,2022-10-27 21:59:49,-17.7333,-149.15,77.27,68,82,5.14
437,Mount Darwin,ZW,2022-10-27 21:59:50,-16.7725,31.5838,71.69,42,57,3.67
438,Dargaville,NZ,2022-10-27 21:59:50,-35.9333,173.8833,70.09,57,15,7.05
439,Alice Springs,AU,2022-10-27 21:55:10,-23.7,133.8833,67.55,49,100,6.91
440,Mar Del Plata,AR,2022-10-27 21:59:51,-38.0023,-57.5575,75.22,55,0,12.66
441,Palana,RU,2022-10-27 21:56:06,59.1167,159.9667,23.36,74,61,2.57
442,Malyye Derbety,RU,2022-10-27 21:59:52,47.9547,44.6808,47.98,92,80,7.81
443,Kashi,CN,2022-10-27 21:59:52,39.4547,75.9797,52.81,22,47,11.18
444,Tuatapere,NZ,2022-10-27 21:59:53,-46.1333,167.6833,60.55,78,96,5.19
445,Singaraja,ID,2022-10-27 21:59:53,-8.112,115.0882,76.64,80,74,8.23
446,Rochester,US,2022-10-27 21:58:40,43.1548,-77.6156,47.59,67,1,3.0
447,Magdagachi,RU,2022-10-27 21:59:54,53.45,125.8,24.69,62,88,2.15
448,Bubaque,GW,2022-10-27 21:59:54,11.2833,-15.8333,82.99,79,11,10.25
449,Puerto Escondido,MX,2022-10-27 21:56:54,15.85,-97.0667,84.27,74,70,4.72
450,Moose Factory,CA,2022-10-27 21:59:55,51.2585,-80.6094,39.2,56,75,9.22
451,Tupelo,US,2022-10-27 21:59:56,34.2576,-88.7034,71.42,40,44,8.99
452,Lubao,PH,2022-10-27 21:59:57,14.9167,120.55,80.31,82,92,5.75
453,Kalmunai,LK,2022-10-27 21:59:57,7.4167,81.8167,75.15,74,5,7.54
454,Suoyarvi,RU,2022-10-27 22:00:57,62.0833,32.35,40.01,99,100,5.14
455,Mirnyy,RU,2022-10-27 22:00:58,62.5353,113.9611,19.24,85,100,4.0
456,Yahotyn,UA,2022-10-27 22:00:59,50.2798,31.7625,45.36,96,26,6.51
457,Kharan,PK,2022-10-27 22:00:59,28.5833,65.4167,69.04,25,3,8.63
458,Asmara,ER,2022-10-27 22:00:23,15.3333,38.9333,55.26,77,1,3.2
459,Tilichiki,RU,2022-10-27 22:01:00,60.4667,166.1,10.42,81,5,7.56
460,Akyab,MM,2022-10-27 22:01:01,20.15,92.9,73.09,78,9,7.36
461,Waipawa,NZ,2022-10-27 22:01:01,-41.4122,175.5153,60.8,63,100,10.18
462,Abu Dhabi,AE,2022-10-27 21:56:23,24.4667,54.3667,82.42,75,0,4.61
463,Goundam,ML,2022-10-27 22:01:02,16.4145,-3.6708,86.7,15,1,11.74
464,Staryy Nadym,RU,2022-10-27 22:01:02,65.6118,72.6842,26.37,96,100,18.72
465,Bud,US,2022-10-27 22:01:03,39.447,-86.1758,57.34,58,82,9.24
466,Alofi,NU,2022-10-27 22:01:04,-19.0595,-169.9187,75.96,81,86,20.31
467,Hay River,CA,2022-10-27 22:01:04,60.8156,-115.7999,33.76,100,100,6.91
468,Ankazoabo,MG,2022-10-27 22:01:05,-22.2833,44.5167,76.14,58,22,6.6
469,San Antonio,US,2022-10-27 21:57:35,29.4241,-98.4936,78.12,54,71,1.99
470,Tigre,AR,2022-10-27 22:01:06,-34.426,-58.5796,72.07,33,0,2.37
471,Port Hedland,AU,2022-10-27 22:01:06,-20.3167,118.5667,69.85,83,0,8.05
472,Beringovskiy,RU,2022-10-27 22:01:07,63.05,179.3167,19.27,55,4,8.48
473,Qax,AZ,2022-10-27 22:01:07,41.4225,46.9242,54.63,56,83,1.68
474,Manzhouli,CN,2022-10-27 22:01:08,49.6,117.4333,24.44,59,23,3.85
475,Road Town,VG,2022-10-27 22:01:08,18.4167,-64.6167,84.24,79,20,6.91
476,Dovers,VC,2022-10-27 22:01:09,12.8833,-61.1833,80.46,84,97,18.43
477,Sayyan,YE,2022-10-27 22:01:09,15.1718,44.3244,52.03,32,0,4.05
478,Sept-Iles,CA,2022-10-27 22:01:10,50.2001,-66.3821,46.06,69,5,8.99
479,Boende,CD,2022-10-27 22:01:11,-0.2167,20.8667,71.83,94,99,0.72
480,Kirakira,SB,2022-10-27 22:01:11,-10.4544,161.9205,82.9,61,10,0.51
481,Xiongzhou,CN,2022-10-27 22:01:12,25.1167,114.3,58.51,90,5,3.13
482,Valenca Do Piaui,BR,2022-10-27 22:01:12,-6.4075,-41.7456,79.93,59,92,5.37
483,Praia Da Vitoria,PT,2022-10-27 22:01:13,38.7333,-27.0667,60.76,77,48,13.42
484,Moerai,PF,2022-10-27 22:01:13,-22.4333,-151.3333,71.74,83,90,16.8
485,Ust-Tsilma,RU,2022-10-27 22:01:14,65.441,52.1498,26.46,91,53,6.55
486,Salta,AR,2022-10-27 22:01:14,-24.7859,-65.4117,76.35,36,31,9.24
487,Terrace,CA,2022-10-27 22:01:01,54.5163,-128.6035,40.91,99,100,4.61
488,Lufilufi,WS,2022-10-27 22:01:15,-13.8745,-171.5986,80.29,78,96,14.76
489,Praia,CV,2022-10-27 22:01:16,14.9215,-23.5087,79.03,83,74,13.44
490,Meulaboh,ID,2022-10-27 22:01:16,4.1363,96.1285,75.85,90,100,4.23
491,Nkayi,CG,2022-10-27 22:01:17,-4.1841,13.2884,78.35,85,94,2.28
492,Awjilah,LY,2022-10-27 22:01:17,29.1081,21.2869,70.41,43,0,5.97
493,Grande Riviere Noire,MU,2022-10-27 22:01:19,-20.3603,57.3661,72.41,75,1,7.29
494,San Cristobal,VE,2022-10-27 21:59:18,7.7669,-72.225,71.78,96,80,3.87
495,Garavuti,TJ,2022-10-27 22:01:20,37.5672,68.4469,50.65,39,100,3.62
496,Kununurra,AU,2022-10-27 22:01:20,-15.7667,128.7333,82.38,83,74,1.14
497,Padang,ID,2022-10-27 22:01:21,-0.9492,100.3543,76.06,84,69,2.91
498,Teahupoo,PF,2022-10-27 22:01:21,-17.8333,-149.2667,76.96,69,89,4.54
499,Saint-Pierre,RE,2022-10-27 22:01:22,-21.3393,55.4781,72.91,64,0,4.61
500,Lashio,MM,2022-10-27 22:01:22,22.9333,97.75,65.23,95,80,0.43
501,Hamilton,US,2022-10-27 22:02:23,39.1834,-84.5333,58.75,52,0,11.5
502,Bow Island,CA,2022-10-27 22:00:02,49.8668,-111.3684,51.62,33,86,19.51
503,Namibe,AO,2022-10-27 22:02:24,-15.1961,12.1522,70.25,76,67,8.43
504,Kuah,MY,2022-10-27 22:02:25,6.3265,99.8432,80.87,77,99,4.05
505,Aksu,CN,2022-10-27 22:02:26,41.1231,80.2644,48.56,41,4,3.13
506,Faya,SA,2022-10-27 22:02:26,18.3851,42.4509,59.0,71,11,2.13
507,Payo,ID,2022-10-27 22:02:26,-3.7508,103.6372,70.79,96,100,1.5
508,College,US,2022-10-27 22:02:27,64.8569,-147.8028,16.2,81,51,2.17
509,Charters Towers,AU,2022-10-27 22:02:27,-20.1,146.2667,83.23,55,7,2.13
510,Chara,RU,2022-10-27 22:02:28,56.9064,118.2631,18.82,64,36,1.28
511,Mahibadhoo,MV,2022-10-27 22:02:29,3.7833,72.9667,80.69,79,100,8.93
512,Tromso,NO,2022-10-27 22:00:13,69.6496,18.957,35.38,80,0,2.3
513,Lazaro Cardenas,MX,2022-10-27 22:02:29,17.9583,-102.2,83.44,73,13,7.25
514,Grootfontein,NA,2022-10-27 22:02:30,-19.5667,18.1167,74.97,45,72,4.9
515,Tres Lagoas,BR,2022-10-27 22:02:30,-20.7511,-51.6783,73.74,75,100,3.31
516,Polyarnyy,RU,2022-10-27 22:02:31,69.1989,33.4478,28.13,91,80,7.65
517,Puerto Madryn,AR,2022-10-27 22:02:31,-42.7692,-65.0385,71.73,21,100,24.23
518,Mudgee,AU,2022-10-27 22:02:32,-32.5943,149.5871,58.62,66,0,12.24
519,Horsham,GB,2022-10-27 22:02:32,51.064,-0.3272,64.44,92,0,1.14
520,Artyom,AZ,2022-10-27 22:02:33,40.4723,50.333,62.74,76,93,12.62
521,Lozova,UA,2022-10-27 22:02:33,48.8894,36.3176,48.09,88,100,11.27
522,Shubarshi,KZ,2022-10-27 22:02:34,48.5872,57.1869,34.02,48,100,11.25
523,Hovd,MN,2022-10-27 22:02:34,48.0056,91.6419,28.17,66,85,1.66
524,Atambua,ID,2022-10-27 22:02:35,-9.1061,124.8925,77.0,79,100,0.67
525,Sao Jose Da Coroa Grande,BR,2022-10-27 22:02:35,-8.8978,-35.1478,76.82,80,71,8.01
526,Sobral,BR,2022-10-27 22:02:36,-3.6861,-40.3497,83.95,55,69,8.95
527,Sarab,IR,2022-10-27 22:02:36,38.6066,44.9883,55.38,60,42,0.34
528,Vestmannaeyjar,IS,2022-10-27 22:02:37,63.4427,-20.2734,44.74,81,2,7.2
529,Mnogovershinnyy,RU,2022-10-27 22:02:37,53.9353,139.9242,20.19,84,5,4.74
530,Tayoltita,MX,2022-10-27 22:02:38,24.0833,-105.9333,77.41,41,78,6.33
531,Svetlyy,RU,2022-10-27 22:02:38,54.675,20.1347,53.65,94,100,7.0
532,Mogadishu,SO,2022-10-27 22:02:39,2.0371,45.3438,78.01,84,12,8.19
533,Urumqi,CN,2022-10-27 22:02:39,43.801,87.6005,43.75,66,0,2.24
534,Caala,AO,2022-10-27 22:02:40,-12.8525,15.5606,61.93,83,100,0.74
535,Chicama,PE,2022-10-27 22:02:40,-7.8447,-79.1469,68.18,67,86,9.75
536,Madimba,TZ,2022-10-27 22:02:41,-10.4,40.3333,72.32,91,13,5.35
537,Vostok,RU,2022-10-27 22:02:41,46.4856,135.8833,31.05,97,100,2.55
538,Burhaniye,TR,2022-10-27 22:02:42,39.5004,26.9727,60.57,64,6,10.94
539,Malartic,CA,2022-10-27 22:02:42,48.1335,-78.1328,37.02,74,94,3.94
540,Buala,SB,2022-10-27 22:02:43,-8.145,159.5921,83.25,73,12,1.9
541,Bati,ET,2022-10-27 22:02:43,11.1833,40.0167,64.36,56,63,4.03
542,Brive-La-Gaillarde,FR,2022-10-27 22:00:06,45.25,1.5,70.29,22,83,2.37
543,Werda,BW,2022-10-27 22:02:44,-25.2667,23.2833,72.57,54,48,11.48
544,Ucluelet,CA,2022-10-27 22:02:44,48.9329,-125.5528,52.11,93,100,8.21
545,Galveston,US,2022-10-27 22:02:45,29.3669,-94.9669,75.31,62,100,9.22
546,Vostochnyy,RU,2022-10-27 22:02:45,55.8167,37.8667,38.5,94,92,3.15
547,Sao Filipe,CV,2022-10-27 22:02:46,14.8961,-24.4956,81.16,71,25,10.67
548,Belaya Gora,RU,2022-10-27 22:02:46,68.5333,146.4167,8.64,89,100,6.15
549,Geraldton,AU,2022-10-27 22:01:00,-28.7667,114.6,54.01,87,0,4.61
550,Dhule,IN,2022-10-27 22:03:47,20.9,74.7833,72.77,53,0,2.82
